Agency_ID,Agency_Name,Laboratory_Name,Laboratory_ID,Facility_RD_Asset,Address,ZIP_Code,City,State,Country,Description,Type,Link,POC_Email,POC_Phone
,DOE,Argonne National Laboratory,,Center for Nanoscale Materials (CNM),9700 S Cass Ave B109,60439,Lemont,IL,US,"The CNM at Argonne National Laboratory focuses on research in advanced magnetic materials, complex oxides, nanophotonics, and bio-inorganic hybrids. The facility uses existing facilities such as the Advanced Photon Source, the Intense Pulsed Neutron Source, and the Electron Microscopy Center. An x-ray nanoprobe beam line at the Advanced Photon Source is run by the Center for its users. The State of Illinois provided funding for construction of the building, which is appended to the Advanced Photon Source. BES provides funding for clean rooms and specialized equipment as well as the facility operations.",User Facility,http://nano.anl.gov/,aroelofs@anl.gov,630.252.2504
,DOE,Argonne National Laboratory,,Electron Microscopy Center for Materials Research,9700 S Cass Ave B109,60439,Lemont,IL,US,"The EMCMR at Argonne National Laboratory provides in-situ, high-voltage and intermediate voltage, high-spatial resolution electron microscope capabilities for direct observation of ion-solid interactions during irradiation of samples with high-energy ion beams. The EMC employs both a tandem accelerator and an ion implanter in conjunction with a transmission electron microscope for simultaneous ion irradiation and electron beam microcharacterization. It is the only instrumentation of its type in the western hemisphere. The unique combination of two ion accelerators and an electron microscope permits direct, real-time, in-situ observation of the effects of ion bombardment of materials and consequently attracts users from around the world. Research at EMC includes microscopy based studies on high-temperature superconducting materials, irradiation effects in metals and semiconductors, phase transformations, and processing related structure and chemistry of interfaces in thin films.",User Facility,http://www.msd.anl.gov/groups/emc/,miller@anl.gov,630.252.4108
,DOE,Argonne National Laboratory,,High Throughput Facility,9700 S Cass Ave B109,60439,Lemont,IL,US,"Argonne's high throughput facility provides highly automated and parallel approaches to material and materials chemistry development. The facility allows scientists to synthesize and screen large numbers of compounds and optimize their reaction or process conditions much more rapidly than the conventional approach, thereby reducing the time and cost for material development. The facility consists of a robotic platform with solid and liquid handling and dispensing capabilities focused on accelerating the discovery and optimization of new materials. A screening pressure reactor for catalyst screening, materials treatments, and process optimization at temperatures up to 400&deg;C and pressures up to 3000 psig under a wide range of gas compositions. Analytical equipment configured for high-throughput analyses including a X-ray diffractometer, LC-MS and a GC-MS. Computer software to facilitate experimental design, data mining and data evaluation. Current applications are in catalysis, energy storage, fuel cells, artificial photosynthesis, gas separation and storage, and nanoscale materials.

",Shared R&D Facility,http://www.cse.anl.gov/pdfs/HTRbrochure.pdf,krauset@anl.gov,(630) 252-4356
,DOE,Argonne National Laboratory,,Materials Engineering Research Facility (MERF),9700 S Cass Ave B109,60439,Lemont,IL,US,"Argonne's Materials Engineering Research Facility (MERF) enables engineers to develop manufacturing processes for producing advanced battery materials in sufficient quantity for industrial testing. Central to the facility, it includes high-hazard ""Group H"" occupancy pilot- and high-bay laboratory spaces, enabling the process development and scale up of batch and continuous production of the necessary quantities of materials for subsequent validation and/or evaluation in prototypes cells. The labs are equipped to quickly scale and validate battery chemistries from bench-top experiments to production of bulk quantities of battery materials for prototype testing. As an ISO 9001 and ISO 14001 certified laboratory, Argonne's new MERF facility adheres to the internationally recognized standards for business practices and environmental management. The facility is supported by the US Department of Energy, Office of Vehicle Technologies.",Shared R&D Facility,www.anl.gov/merf,gkrumdick@anl.gov,(630) 252-3952
,DOE,Argonne National Laboratory,,SCRF Processing Facility,9700 S Cass Ave B109,60439,Lemont,IL,US,"The Physics Division operates a facility for chemical processing, electro-polishing and high-pressure water rinsing of niobium coated surfaces of superconducting radiofrequency structures for accelerators. The facility also includes test cryostats fully equipped for characterization of cavity performance. The facility is operated jointly with FNAL.
",Shared R&D Facility,,janssens@anl.gov,(630) 252-8426
,DOE,Argonne National Laboratory,,Structural Biology Center,9700 S Cass Ave B109,60439,Lemont,IL,US,"[Part of the Advanced Photon Source user facility.] The SBC is a world-class facility for macromolecular x-ray crystallography. It operates two beamlines at the Advanced Photon Source lines, one insertion-device and one bending magnet, both of which can be accessed remotely. Over 4,000 structure deposits can be attributed to the SBC and 1,400 publications. SBC is continually advancing its technology and is leading the development of high throughput protein crystallography.",User Facility,http://www.sbc.anl.gov,grahamr@anl.gov,(630) 252-5677
,DOE,Argonne National Laboratory,,Southern Great Plains Atmospheric Radiation Measurement Site,9700 S Cass Ave B109,60439,Lemont,IL,US,"The Southern Great Plains Atmospheric Radiation Measurement Site (SGP-ARM) is the oldest and largest of DOE's Arm sites. It was established in 1992. It consists of in situ and remote-sensing instrument clusters arrayed across approximately 143,000 square kilometers in north-central Oklahoma. Over a hundred instruments ranging from carbon dioxide flux measurements to advanced cloud radars can be found across the site. Besides maintaining the site, ANL provides instrument mentors to support users. ANL also coordinates ARM instruments across all the DOE ARM sites.",Shared R&D Facility,http://arm.gov/sites/sgp,grahamr@anl.gov,(630) 252-5677
,DOE,Argonne National Laboratory,,Target Laboratory,9700 S Cass Ave B109,60439,Lemont,IL,US,"[Part of the ATLAS user facility.] The Physics Division operates a target development laboratory that produces targets and foils of various thickness and substrates, depending on the requirements for experiments performed at the ATLAS and Dynamitron accelerators. The targets are prepared from both naturally occurring materials and stable isotopes, which are supplied, either in pure, elemental form, or as stable compounds. Targets are made not only for the Physics Division but also for other divisions at the Laboratory and for other laboratories and universities.",User Facility,http://www.phy.anl.gov/atlas/targetlab,janssens@anl.gov,(630) 252-8426
,DOE,Argonne National Laboratory,,Transportation Research & Analysis Computing Center,9700 S Cass Ave B109 ,60439,Lemont,IL,US,"The technical objectives of the TRACC project included the establishment of a high performance computing center for use by USDOT research teams, including those from Argonne and their university partners, and the use of advanced computing and visualization facilities for the performance of focused computer research and development programs in areas of interest for USDOT. These objectives were met by establishing a high-performance computing facility, known as the Transportation Research and Analysis Computing Center (TRACC), and providing technical support for its use by USDOT staff and their university and industry contractors. Starting in FY2013, TRACC increased its emphasis on establishing cost-sharing research programs through sponsored research with other Federal and non-Federal sponsors. This allows TRACC to take advantage of not only its state-of-the-art high performance computing resources but also the scientific expertise of its staff for Transportation Research and Analysis in the areas of:
Traffic Modeling and Simulation and Emergency Transportation Planning
Computational Fluid Dynamics for Infrastructure Analysis
Computational Structural Mechanics for Transportation Applications",Shared R&D Facility,https://www.tracc.anl.gov/index.php/about-tracc,hley@anl.gov,(630) 252-8224
,DOE,Argonne National Laboratory,,US ATLAS Analysis Support Center,9700 S Cass Ave B109 ,60439,Lemont,IL,US,"The HEP division at Argonne National Laboratory hosts one of the three Analysis Support Centers for the US ATLAS collaboration that is a part of the international ATLAS collaboration that operates one of the two multipurpose detectors at the Large Hadron Collider. The center hosts meetings and workshops both specifically for US ATLAS as well as those for the larger ATLAS community. The center also provides Tier3 computing capability for visitors. There are, on the average, 10-12 long term visitors to the center, including University Staff and graduate students.",Shared R&D Facility,http://atlaswww.hep.anl.gov/asc/,ryoshida@anl.gov,(630) 252-7874
,DOE,Brookhaven National Laboratory,,Center for Functional Nanomaterials (CFN),2 Center St,11973,Upton ,NY,US,"The CFN at Brookhaven National Laboratory focuses on understanding the chemical and physical response of nanomaterials to make functional materials such as sensors, activators, and energy-conversion devices. The facility uses existing facilities such as the National Synchrotron Light Source and the Laser Electron Accelerator facility. It also provides clean rooms, general laboratories, and wet and dry laboratories for sample preparation, fabrication, and analysis. Equipment includes that needed for laboratory and fabrication facilities for e-beam lithography, transmission electron microscopy, scanning probes and surface characterization, material synthesis and fabrication, and spectroscopy.",User Facility,http://www.bnl.gov/cfn/,guvcenter@bnl.gov,(631) 344-3333
,DOE,Brookhaven National Laboratory,,National Synchrotron Light Source (NSLS),2 Center St,11973,Upton ,NY,US,"The NSLS at Brookhaven National Laboratory, commissioned in 1982, consists of two distinct electron storage rings. The x-ray storage ring is 170 meters in circumference and can accommodate 60 beamlines or experimental stations, and the vacuum-ultraviolet (VUV) storage ring can provide 25 additional beamlines around its circumference of 51 meters. Synchrotron light from the x-ray ring is used to determine the atomic structure of materials using diffraction, absorption, and imaging techniques. Experiments at the VUV ring help solve the atomic and electronic structure as well as the magnetic properties of a wide array of materials. These data are fundamentally important to virtually all of the physical and life sciences as well as providing immensely useful information for practical applications. NSLS will be replaced by a new light source, NSLS-II, which is currently under construction. NSLS-II will be optimized to deliver ultra-high brightness and flux and exceptional beam stability, enabling the study of material properties and functions down to a spatial resolution of 1 nm and energy resolution of 0.1 meV, with sensitivity sufficient to perform spectroscopy on a single atom.",User Facility,http://www.nsls.bnl.gov/,guvcenter@bnl.gov,(631) 344-3333
,DOE,Brookhaven National Laboratory,,"Accelerator Center for Energy Research (ACER)

",2 Center St,11973,Upton ,NY,US,"The Accelerator Center for Energy Research (ACER) exploits radiation chemistry techniques to study chemical reactions (and other phenomena) by subjecting samples to pulses of high-energy electrons or continuous gamma rays. The reactions are followed by various methods of time-resolved spectroscopy and other detection techniques. ACER includes the picosecond Laser-Electron Accelerator Facility (LEAF), a 2 MeV electron Van de Graaff, and a cobalt-60 source.",Shared R&D Facility,http://www.chemistry.bnl.gov/SciandTech/PRC/crcrintr.html,guvcenter@bnl.gov,(631) 344-3333
,DOE,Brookhaven National Laboratory,,Relativistic Heavy Ion Collider (RHIC),2 Center St,11973,Upton ,NY,US,"RHIC at Brookhaven National Laboratory is a world-class scientific research facility that began operation in 2000, following 10 years of development and construction. Hundreds of physicists from around the world use RHIC to study what the universe may have looked like in the first few moments after its creation. RHIC drives two intersecting beams of gold ions head-on, in a subatomic collision. What physicists learn from these collisions may help us understand more about why the physical world works the way it does, from the smallest subatomic particles, to the largest stars.",User Facility,http://www.bnl.gov/rhic/,guvcenter@bnl.gov,(631) 344-3333
,DOE,Brookhaven National Laboratory,,Tandem Van de Graaff facility,2 Center St,11973,Upton ,NY,US,"Completed in 1970, the Tandem Van de Graaff facility was for many years the world's largest electrostatic accelerator facility. It can provide researchers with beams of more than 40 different types of ions &#8212; atoms that have been stripped of their electrons. Ions ranging from hydrogen to uranium are available. The facility consists of two 15-million-volt electrostatic accelerators, each about 24 meters long, aligned end-to-end.",Shared R&D Facility,http://www.bnl.gov/science/accelerators/TVdG.php,guvcenter@bnl.gov,(631) 344-3333
,DOE,Brookhaven National Laboratory,,Electron Microscopy Facility,2 Center St,11973,Upton ,NY,US,"This facility consists of four top-of-the line transmission electron microscopes, two of which are highly specialized instruments capable of extreme levels of resolution, achieved through spherical aberration correction. The facility is also equipped with extensive sample-preparation capabilities. The scientific interests of the staff focus on understanding the microscopic origin of the physical and chemical behavior of materials, with specific emphasis on in-situ studies of materials in native, functional environments.Capabilities
Atomic-resolution imaging of internal materials structure with scanning transmission and transmission electron microscopy
Spectroscopic characterization with energy dispersive x-ray spectroscopy and electron energy loss spectroscopy. Real time studies of processing / structure / property relationships in nanostructured materials, including in liquid and gaseous environments",Shared R&D Facility,https://www.bnl.gov/cfn/facilities/microscopy.php,guvcenter@bnl.gov,(631) 344-3333
,DOE,Brookhaven National Laboratory,,NASA Space Radiation Laboratory,2 Center St,11973,Upton ,NY,US,"The NASA Space Radiation Laboratory (NSRL) uses beams of heavy ions from the accelerators that feed RHIC to simulate space radiation and study its effects on biological specimens&#8212;such as cells, tissues, and DNA&#8212;and industrial materials. The National Aeronautic and Space Administration (NASA) and the DOE Office of Science partnered to build NSRL to identify materials and methods that reduce the risks astronauts will face on future long-term space missions.",Shared R&D Facility,http://www.bnl.gov/medical/NASA/NSRL_description.asp,guvcenter@bnl.gov,(631) 344-3333
,DOE,Brookhaven National Laboratory,,Accelerator Test Facility,2 Center St,11973,Upton ,NY,US,"The Brookhaven Accelerator Test Facility (ATF) pioneered the concept of a user facility for studying complex properties of modern particle accelerators and new methods of accelerating electrons and ions. The ATF 
successfully serves this mission, now for more than two decades.Unique CapabilitiesThe ATF's high-power, picosecond (10-12 sec. pulse length), carbon dioxide, infrared laser (?=10&micro;m) is unique in the world. Synchronized to electron bunches from a state-of-the-art 80 Mega-electron-volt (MeV) linear accelerator, this laser allows the ATF users to explore long-wavelength scaling of strong-field physical processes leading to new approaches for particle acceleration and high-brightness x-ray generation.",Shared R&D Facility,http://www.bnl.gov/atf/,guvcenter@bnl.gov,(631) 344-3333
,DOE,Brookhaven National Laboratory,,"Radiotracer Chemistry, Instrumentation and Biological Imaging",2 Center St,11973,Upton ,NY,US,"The lab hosts a suite of tools for Radiotracer Chemistry, Instrumentation and Biological Imaging(RCIBI), including small and clinical scale positron emission tomography (PET) and magnetic resonance imaging (MRI) scanners, as well as facilities that produce radioisotopes and incorporate them into molecules and nanomaterials. These radiotracers and tools are designed to image specific biochemical transformations and the movement of molecules, including environmental toxins. They have enabled advances in neuroimaging, drug development, and studies of plant metabolism that improve carbon sequestration and biofuel crop growth.",Shared R&D Facility,http://www.bnl.gov/medical/RCIBI/,guvcenter@bnl.gov,(631) 344-3333
,DOE,Brookhaven National Laboratory,,"Brookhaven Linac Isotope Producer

",2 Center St,11973,Upton ,NY,US,"The Brookhaven Linac Isoptope Producer (BLIP)&#8212;positioned at the forefront of research into radioisotopes used in cancer treatment and diagnosis&#8212;produces commercially unavailable radioisotopes for use by the medical community and related industries. BLIP consists of a an accelerator beam line and target area for generating radioisotopes already in high demand and for developing those required at the frontiers of nuclear medicine. In conjunction with this mission, scientists also perform irradiations for non-isotope applications and explore opportunities for emerging radioisotope applications.",Shared R&D Facility,http://www.bnl.gov/cad/Isotope_Distribution/Isodistoff.asp,guvcenter@bnl.gov,(631) 344-3333
,DOE,Brookhaven National Laboratory,,ATLAS,2 Center St,11973,Upton ,NY,US,"ATLAS is a particle physics experiment at the Large Hadron Collider at CERN, the European Organization for Nuclear Research. Scientists from Brookhaven have played and continue to play key roles in the design, construction, and operation of ATLAS in its search for new discoveries about the particles and forces that shape our universe. Brookhaven is the host laboratory for U.S. collaborators on ATLAS, and our computing facility stores, processes, and distributes ATLAS data to collaborators at universities and laboratories throughout the nation. Some research at ATLAS is complementary to studies at RHIC, but a large portion of the collisions at the LHC are aimed at very different questions.",User Facility,http://www.bnl.gov/atlas/,guvcenter@bnl.gov,(631) 344-3333
,DOE,Brookhaven National Laboratory,,New York Center for Computational Sciences,2 Center St,11973,Upton ,NY,US,"The New York Center for Computational Sciences (NYCCS) assists industry in the Long Island region, New York City and New York State in the utilization of high performance computing to gain a competitive edge in product development and data management that translates into job creation, cost savings and job retention.",Shared R&D Facility,http://www.bnl.gov/nyccs/,guvcenter@bnl.gov,(631) 344-3333
,DOE,Brookhaven National Laboratory,,Northeast Solar Energy Research Center,2 Center St,11973,Upton ,NY,US,"Integrated into the BNL electricity distribution system, this facility provides utility-scale testing of smart grid-ready technologies including advanced solar inverters, electrical energy storage systems, and advanced sensors. The heart of the facility is a reconfigurable 700kW solar test array",Shared R&D Facility,http://www.bnl.gov/energy/nserc/,guvcenter@bnl.gov,(631) 344-3333
,DOE,Brookhaven National Laboratory,,National Nuclear Data Center,2 Center St,11973,Upton ,NY,US,"The National Nuclear Data Center (NNDC) collects, evaluates, archives and disseminates nuclear physics data for basic nuclear research and for applied nuclear technologies. The Center collects experimental information on nuclear structure and nuclear reactions, evaluates them employing nuclear physics theory and expertise in evaluating experimental techniques to provide recommended results, maintains nuclear databases and using modern information technology disseminates the results. The data are kept in dedicated libraries, which are periodically updated. The information is the product of the NNDC-coordinated US Nuclear Data Program that involves several National Laboratories and Universities, as well as, cooperating data centers and other interested groups worldwide. There are two other major data banks operated by international organizations, one in Paris and another in Vienna.",Shared R&D Facility,http://www.bnl.gov/GARS/NST/NNDC.php,guvcenter@bnl.gov,(631) 344-3333
,DOE,Brookhaven National Laboratory,,New York Blue,2 Center St,11973,Upton ,NY,US,"New York Blue is used cooperatively by the Laboratory and Stony Brook University as part of the New York Center for Computation Sciences. Ranked as the 28th fastest supercomputer by Top 500, it consists of New York Blue/P is a Blue Gene/P, the second generation of the Blue Gene series of supercomputers. It is a one rack (2048 compute nodes) Blue Gene/P. Threaded programs can be run on its compute nodes. Each of its compute chips contains four PowerPC 450 processor cores, running at 850 MHz.; and Blue Gene/Q a 1 rack IBM Blue Gene/Q (DD2 revision hardware and software) massively parallel supercomputer.",Shared R&D Facility,http://www.bnl.gov/bluegene/,guvcenter@bnl.gov,(631) 344-3333
,DOE,General Atomics,,DIII-D Tokamak,3550 General Atomics Ct.,92121,San Diego,CA,US,"DIII-D, located at General Atomics in San Diego, California, is the largest magnetic fusion facility in the U.S. and is operated as a DOE national user facility. DIII-D has been a major contributor to the world fusion program over the past decade in areas of plasma turbulence, energy and particle transport, electron-cyclotron plasma heating and current drive, plasma stability, and boundary layers physics using a ""magnetic divertor"" to control the magnetic field configuration at the edge of the plasma. DOE's Office of Science, Fusion Energy Sciences program is a major supporter in the operation of this facility.",User Facility,https://fusion.gat.com/global/DIII-D,,(858) 455-3000
,DOE,Fermilab,,Fermilab Accelerator Complex,"Fermilab, Fermi National Laboratory Rd",60555,Warrenville,IL,US,"Fermilab's accelerator complex consists of a total of 16km of accelerators and beamlines. It produces the world's most powerful, high-energy neutrino beam and provides proton and neutron beams for various experiments, R&D programs as well as cancer treatment. Several test beams and test areas are available to university and industrial researchers, including:

Fermilab Test Beam Facility (FTBF) delivers high-energy beams via two versatile beamlines (MTest and MCenter) in which users can test equipment or detectors. The MTest primary beamline delivers high energy protons (120 GeV) at moderate intensities (~1-300 kHz). This beam can also be targeted to create secondary, or even tertiary particle beams of energies down to below 1 GeV, consisting of pions, muons, and/or electrons. The MCenter beamline is similar.

The MuCool Test Area is a unique accelerator R&D facility. It includes a cryoplant in a surface building, an underground experimental hall, a beamline to bring a 400-MeV proton beam into the hall, a clean room in the hall for component assembly, 201 and 805 MHz rf power, several rf cavities, a 5-Tesla superconducting solenoid for cavity tests, diagnostic instrumentation for radiation measurements, and infrastructure for liquid hydrogen.

An advanced accelerator test facility is being developed. It will enable a broad range of beam-based experiments to study fundamental limitations to beam intensity and to develop transformative approaches to particle-beam generation, acceleration and manipulation. 

The Neutron Therapy Facility provides a moderate intensity, broad energy spectrum neutron beam that can be used for short term irradiations for radiobiology (cells) and material science investigations. 
",User Facility,http://www.fnal.gov/pub/science/particle-accelerators/accelerator-complex.html,usersoffice@fnal.gov,
